User/ID, SceneNR, Blink, Green/Blue, TotalTime, TimeBeforeBlink, SceneTime, POI, DiffFromPOI, AverageTotalDiff
3, Timeline2 (UnityEngine.PlayableDirector), 2, True, 22.22417, 3.00617659278214, 117.366666666666, 66, -62.9938234072179, -21.88792
3, Timeline3_BE (UnityEngine.PlayableDirector), 3, False, 59.19061, 36.9664427950047, 110.133333333332, 58, -21.0335572049953, -21.60313
3, Timeline4_OBE (UnityEngine.PlayableDirector), 4, False, 70.2058, 11.0151820108294, 194.049999999999, 34, -22.9848179891706, -21.94855
3, Timeline5_BE (UnityEngine.PlayableDirector), 5, False, 87.39924, 17.1934410743415, 256.133333333332, 62, -44.8065589256585, -26.52015
3, Timeline6_BE (UnityEngine.PlayableDirector), 6, False, 108.3216, 20.922390000429, 90.316666666666, 38, -17.077609999571, -24.9464
3, Timeline7_OBE (UnityEngine.PlayableDirector), 7, False, 111.4105, 3.08884960832074, 75.183333333332, 20, -16.9111503916793, -23.7985
3, Timeline8_BE (UnityEngine.PlayableDirector), 8, False, 121.3514, 9.94094790797681, 238.833333333332, 69, -59.0590520920232, -28.20607
3, Timeline9_BE (UnityEngine.PlayableDirector), 9, False, 133.1241, 11.7727128048427, 108.699999999999, 57, -45.2272871951573, -30.09732
3, Timeline10_OBE (UnityEngine.PlayableDirector), 10, False, 164.584, 31.459863089025, 200.416666666666, 49, -17.540136910975, -28.8416
3, Timeline11_BE (UnityEngine.PlayableDirector), 11, False, 171.2699, 6.68587320111692, 83.299999999999, 44, -37.3141267988831, -29.61183
3, Timeline12_BE (UnityEngine.PlayableDirector), 12, False, 176.0321, 4.76225230935961, 130.483333333332, 45, -40.2377476906404, -30.49732
3, Timeline13_BE (UnityEngine.PlayableDirector), 13, False, 186.4727, 10.440538300667, 39.474999999999, 0, 10.440538300667, -27.34826
